area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,price_per_sqft,crime_rate,entertainment_centers,restaurant_count,crime_score,entertainment_score,restaurant_score,distance_to_center,proximity_score,room_density,popularity_score,volatility_score
Built-up  Area,Ready To Move,Yelahanka,3 BHK,NCarkna,1633,3.0,2.0,110.0,3.0,1633.0,6736.068585425597,3.201337943646781,1,46,6.798634187550983,1.1111111111111112,9.387755102040817,8.385304790667908,3.532906862592708,272.1666666666667,3.940520446096654,74.4198209277083
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1151,2.0,2.0,46.0,2.0,1151.0,3996.524761077324,4.61706934204739,8,9,5.38289046469758,8.88888888888889,1.836734693877551,2.674899739877527,7.937006920694576,287.75,0.9293680297397768,264.75944447196224
Super built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,DSdorSp,1400,2.0,2.0,42.0,3.0,1400.0,3000.0,5.8316916687451,8,38,4.16825756427413,8.88888888888889,7.755102040816326,6.878873032442892,4.694729208803859,280.0,0.2973977695167286,9.487832119790763
Super built-up  Area,17-Apr,Uttarahalli,2 BHK,DSera S,1037,2.0,1.0,36.0,2.0,1037.0,3471.552555448409,7.399344061344612,5,8,2.600591524694739,5.555555555555555,1.6326530612244896,3.9673726639594435,6.940198457999553,259.25,3.4572490706319705,39.98928950609121
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1188,2.0,1.0,36.0,2.0,1188.0,3030.3030303030305,7.882501216966793,5,43,2.1174301630151353,5.555555555555555,8.775510204081632,2.674899739877527,7.937006920694576,297.0,4.386617100371748,42.75395401834816
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,Amnavdr,1060,2.0,1.0,52.0,2.0,1060.0,4905.66037735849,9.009676129648096,4,48,0.9902454378693946,4.444444444444445,9.795918367346939,1.8365025034994318,8.58361347217452,265.0,0.07434944237918215,14.261739900867637
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,162.0,3.0,2215.0,7313.769751693002,4.678567540193619,7,44,5.32139173118734,7.777777777777778,8.979591836734693,6.878873032442892,4.694729208803859,316.42857142857144,1.1524163568773234,63.97705224439106
Super built-up  Area,Ready To Move,Hennur,2 BHK,,1255,2.0,2.0,54.5,2.0,1255.0,4342.629482071713,7.610224135562691,4,22,2.389709614689502,4.444444444444445,4.489795918367347,2.674899739877527,7.937006920694576,313.75,1.0223048327137545,35.30874922263129
Plot  Area,Ready To Move,Ganesha Block,3 Bedroom,,2500,2.0,1.0,300.0,3.0,2500.0,12000.0,2.9959603849473933,1,35,7.004013534136144,1.1111111111111112,7.142857142857143,2.0958835991646647,8.383568065880326,500.0,0.03717472118959107,128.69343417595164
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARureig,1075,2.0,1.0,53.7,2.0,1075.0,4995.3488372093025,5.544266202711299,3,45,4.455685532450352,3.333333333333333,9.183673469387756,9.905124481433225,2.3607591902524674,268.75,1.3754646840148699,55.20467717329451
Super built-up  Area,17-Apr,Harlur,4 BHK,Prncyrn,2569,5.0,3.0,180.0,4.0,2569.0,7006.617360840794,6.966117107722125,4,42,3.033822249714219,4.444444444444445,8.571428571428571,3.9673726639594435,6.940198457999553,285.44444444444446,1.4684014869888475,50.207565570403126
Super built-up  Area,18-Dec,ITPL,2 BHK,,900,2.0,1.0,27.0,2.0,900.0,3000.0,4.962411741057964,8,9,5.0375450593567805,8.88888888888889,1.836734693877551,11.43300628590238,1.1823936830799007,225.0,0.22304832713754646,82.45441616708317
Super built-up  Area,18-Aug,Kudlu Gate,2 BHK,Sanzaat,1183,2.0,1.0,79.54,2.0,1183.0,6723.584108199494,7.890148306232254,3,29,2.109783007179003,3.333333333333333,5.918367346938775,6.878873032442892,4.694729208803859,295.75,0.724907063197026,45.836173683183674
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Veyal V,1100,2.0,2.0,44.0,2.0,1100.0,4000.0,9.847298465123515,7,20,0.15261581058922735,7.777777777777778,4.081632653061225,5.397025953714566,5.8375908355149475,275.0,0.9851301115241635,86.17440630423158
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,,1643,2.0,2.0,70.0,3.0,1643.0,4260.49908703591,8.683372683508814,6,33,1.316551724597945,6.666666666666666,6.73469387755102,11.43300628590238,1.1823936830799007,328.6,0.22304832713754646,16.344174084827642
Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,,1500,2.0,2.0,120.0,3.0,1500.0,8000.0,3.9415346962964106,8,25,6.058430991221466,8.88888888888889,5.1020408163265305,2.674899739877527,7.937006920694576,300.0,0.16728624535315983,90.75714752997573
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1291,2.0,1.0,75.0,2.0,1291.0,5809.450038729667,3.7191376138093686,2,12,6.28083000975538,2.2222222222222223,2.4489795918367347,9.905124481433225,2.3607591902524674,322.75,1.3197026022304834,122.4047811417025
Plot  Area,17-Oct,Hennur,3 Bedroom,,1150,3.0,2.0,80.0,3.0,1150.0,6956.521739130435,9.376462608010893,3,9,0.623455766497921,3.333333333333333,1.836734693877551,2.674899739877527,7.937006920694576,191.66666666666666,1.0223048327137545,35.30874922263129
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,55.0,2.0,1060.0,5188.679245283019,7.172024102164122,4,7,2.8279134627775186,4.444444444444445,1.4285714285714284,2.0958835991646647,8.383568065880326,265.0,5.650557620817844,46.68988288633367
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,110.0,3.0,1575.0,6984.126984126984,5.419955848170564,7,46,4.57999696915759,7.777777777777778,9.387755102040817,11.43300628590238,1.1823936830799007,315.0,2.7509293680297398,69.76670118360924
Plot  Area,Ready To Move,BHEL Layout,5 Bedroom,,1200,4.0,1.0,160.0,5.0,1200.0,13333.333333333334,2.913006303545383,9,9,7.086968337683373,10.0,1.836734693877551,3.9673726639594435,6.940198457999553,133.33333333333334,0.055762081784386616,5.0
Built-up  Area,Ready To Move,Byrathi Village,4 Bedroom,,1700,3.0,2.0,55.0,4.0,1700.0,3235.294117647059,9.444622347419504,7,14,0.5552954337341786,7.777777777777778,2.8571428571428568,3.9673726639594435,6.940198457999553,242.85714285714286,0.11152416356877323,29.37118769588092
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1236,2.0,1.0,58.0,2.0,1236.0,4692.556634304207,8.243954762592937,3,10,1.75597347080542,3.333333333333333,2.0408163265306123,1.8365025034994318,8.58361347217452,309.0,0.5762081784386617,47.489357528762426
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,,1350,2.0,2.0,39.0,3.0,1350.0,2888.8888888888887,5.848170896326035,3,39,4.151778193235572,3.333333333333333,7.959183673469388,12.966111067993126,0.0,270.0,1.3382899628252787,58.98196575240601
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,326.0,3.0,2475.0,13171.717171717171,6.9235080261122715,8,38,3.076431702251506,8.88888888888889,7.755102040816326,11.43300628590238,1.1823936830799007,353.57142857142856,1.0780669144981412,432.82003986839123
Built-up  Area,Ready To Move,Pai Layout,6 Bedroom,,3800,6.0,0.0,175.0,6.0,3800.0,4605.263157894737,3.44939023825442,2,39,6.550579733558592,2.2222222222222223,7.959183673469388,8.385304790667908,3.532906862592708,316.6666666666667,0.35315985130111527,40.42838950987997
Built-up  Area,Ready To Move,Haralur Road,4 BHK,Oznzaes,4694,5.0,0.0,375.0,4.0,4694.0,7988.9220281210055,2.698012625705079,1,48,7.301963887121239,1.1111111111111112,9.795918367346939,8.385304790667908,3.532906862592708,521.5555555555555,2.639405204460967,55.6771770505317
Built-up  Area,18-Dec,Electronic City,2 BHK,,1200,2.0,1.0,34.66,2.0,1200.0,2888.333333333333,7.3660319922384785,6,32,2.6339038837944573,6.666666666666666,6.530612244897958,2.0958835991646647,8.383568065880326,300.0,5.650557620817844,46.68988288633367
Plot  Area,Ready To Move,Hulimavu,4 Bedroom,,1200,4.0,1.0,75.0,4.0,1200.0,6250.0,6.4091463343193515,7,13,3.5907978717485984,7.777777777777778,2.653061224489796,2.0958835991646647,8.383568065880326,150.0,0.9479553903345725,60.029112649531946
Built-up  Area,Ready To Move,Harlur,2 BHK,,1225,2.0,2.0,56.0,2.0,1225.0,4571.428571428572,8.29275004210842,2,26,1.7071777665094179,2.2222222222222223,5.306122448979592,3.9673726639594435,6.940198457999553,306.25,1.4684014869888475,50.207565570403126
Super built-up  Area,18-Apr,Thanisandra,2 BHK,Bhmesy ,1056,2.0,1.0,75.0,2.0,1056.0,7102.272727272727,5.591796647675891,3,12,4.408154673716082,3.333333333333333,2.4489795918367347,2.674899739877527,7.937006920694576,264.0,4.386617100371748,42.75395401834816
Super built-up  Area,18-Jun,9th Phase JP Nagar,3 BHK,,1240,2.0,2.0,42.85,3.0,1240.0,3455.6451612903224,9.152552303043578,6,42,0.8473680206852556,6.666666666666666,8.571428571428571,2.0958835991646647,8.383568065880326,248.0,0.7992565055762081,70.37018659926594
Super built-up  Area,17-Oct,Banashankari,3 BHK,,1200,3.0,2.0,74.52,3.0,1200.0,6210.0,8.6758697314715,4,42,1.324054741951164,4.444444444444445,8.571428571428571,11.43300628590238,1.1823936830799007,200.0,1.3754646840148699,91.7539850906074
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1850,3.0,2.0,110.0,3.0,1850.0,5945.945945945946,7.033295156421715,9,36,2.9666436162054683,10.0,7.346938775510204,6.878873032442892,4.694729208803859,308.3333333333333,0.724907063197026,45.836173683183674
Super built-up  Area,Ready To Move,Amblipura,4 BHK,IDldsin,3150,4.0,3.0,180.0,4.0,3150.0,5714.285714285715,4.245112089037554,3,47,5.754850955729552,3.333333333333333,9.591836734693878,12.966111067993126,0.0,393.75,0.11152416356877323,66.65258184546693
Built-up  Area,Ready To Move,Naganathapura,1 Bedroom,,1200,1.0,0.0,39.82,1.0,1200.0,3318.3333333333335,2.2413741511697394,9,40,7.758606336859311,10.0,8.16326530612245,2.674899739877527,7.937006920694576,600.0,0.1858736059479554,29.139551300594867
Plot  Area,Ready To Move,Dodda Banaswadi,4 Bedroom,,1018,4.0,1.0,150.0,4.0,1018.0,14734.774066797643,9.160509668958662,5,38,0.8394105854984291,5.555555555555555,7.755102040816326,2.0958835991646647,8.383568065880326,127.25,0.0929368029739777,43.977266854592045
Built-up  Area,Ready To Move,Konena Agrahara,5 Bedroom,,3520,6.0,1.0,460.0,5.0,3520.0,13068.181818181818,4.391875625160671,1,42,5.608086141976881,1.1111111111111112,8.571428571428571,12.966111067993126,0.0,320.0,0.055762081784386616,234.71898091121648
Super built-up  Area,18-Jul,Chandapura,3 BHK,SunceEs,1185,2.0,2.0,30.22,3.0,1185.0,2550.2109704641352,9.317771767783505,8,26,0.6821471176502565,8.88888888888889,5.306122448979592,9.905124481433225,2.3607591902524674,237.0,1.8587360594795537,28.699749672429213
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,56.0,2.0,918.0,6100.217864923748,2.5337472030484953,4,19,7.466230739767614,4.444444444444445,3.877551020408163,12.966111067993126,0.0,229.5,0.966542750929368,44.73486746677568
Super built-up  Area,Ready To Move,GD Layout,3 BHK,,1330,2.0,2.0,68.0,3.0,1330.0,5112.7819548872185,7.106037829075781,9,13,2.8939003103001824,10.0,2.653061224489796,5.397025953714566,5.8375908355149475,266.0,0.03717472118959107,16.97056274847714
Built-up  Area,Ready To Move,Munnekollal,3 BHK,Raisys ,1540,2.0,3.0,70.0,3.0,1540.0,4545.454545454545,6.879521746798074,2,8,3.1204183644821413,2.2222222222222223,1.6326530612244896,6.878873032442892,4.694729208803859,308.0,0.44609665427509293,131.6413970827786
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,2.0,80.0,2.0,1200.0,6666.666666666667,4.016621997760579,7,9,5.983343036095238,7.777777777777778,1.836734693877551,2.0958835991646647,8.383568065880326,300.0,0.6691449814126393,32.048314221569356
Super built-up  Area,18-Dec,Sunkan palya,2 BHK,,927,2.0,2.0,37.0,2.0,927.0,3991.3700107874865,7.59284174626931,3,44,2.4070921553028555,3.333333333333333,8.979591836734693,12.966111067993126,0.0,231.75,0.018587360594795536,0.0
Built-up  Area,19-Jun,Sarjapur,4 Bedroom,Caonand,2580 - 2591,4.0,0.0,115.0,4.0,2585.5,4447.882421195127,2.5551752777932064,2,16,7.444802478483778,2.2222222222222223,3.265306122448979,9.905124481433225,2.3607591902524674,323.1875,1.5055762081784387,104.43245645637349
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,,1400,2.0,2.0,78.0,3.0,1400.0,5571.428571428572,3.25960643366449,9,35,6.740365190285037,10.0,7.142857142857143,9.905124481433225,2.3607591902524674,280.0,0.7992565055762081,44.25507235350991
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Saageat,1345,2.0,2.0,106.0,2.0,1345.0,7881.0408921933085,2.948714536119632,9,32,7.0512597942560715,10.0,6.530612244897958,11.43300628590238,1.1823936830799007,336.25,0.8550185873605948,52.22146026975226
Built-up  Area,Ready To Move,1st Phase JP Nagar,4 Bedroom,,1900,3.0,1.0,400.0,4.0,1900.0,21052.63157894737,4.990309983488948,5,43,5.009646574061527,5.555555555555555,8.775510204081632,2.0958835991646647,8.383568065880326,271.42857142857144,0.44609665427509293,92.81454305319784
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,HMityld,1510,2.0,3.0,80.0,2.0,1510.0,5298.013245033113,3.970146593438394,3,48,6.029818845002591,3.333333333333333,9.795918367346939,2.0958835991646647,8.383568065880326,377.5,1.0594795539033457,56.80213893309553
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,,302,2.0,1.0,25.0,2.0,302.0,8278.14569536424,3.106021988031407,9,5,6.893950972926151,10.0,1.0204081632653061,11.43300628590238,1.1823936830799007,75.5,1.0780669144981412,432.82003986839123
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,2.0,0.0,27.0,1.0,525.0,5142.857142857143,7.612667457758275,8,13,2.3872662712239165,8.88888888888889,2.653061224489796,3.9673726639594435,6.940198457999553,175.0,5.037174721189591,35.8270464960869
Plot  Area,18-Aug,ITPL,3 Bedroom,,1500,3.0,1.0,61.52,3.0,1500.0,4101.333333333333,4.5381844903897575,4,19,5.461776003076317,4.444444444444445,3.877551020408163,11.43300628590238,1.1823936830799007,250.0,0.22304832713754646,82.45441616708317
Super built-up  Area,19-Dec,Yelahanka,1 BHK,Goues A,629 - 1026,1.0,0.0,42.535,1.0,827.5,5140.181268882176,2.708883263646543,6,25,7.291093154546948,6.666666666666666,5.1020408163265305,8.385304790667908,3.532906862592708,413.75,3.940520446096654,74.4198209277083
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,,1100,2.0,2.0,72.0,3.0,1100.0,6545.454545454545,2.8460728013726095,5,37,7.153902422536441,5.555555555555555,7.551020408163264,2.0958835991646647,8.383568065880326,220.0,0.7992565055762081,64.21219872082384
Built-up  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,3.0,1.0,68.0,3.0,1200.0,5666.666666666667,7.5893116895612955,3,6,2.410622242741288,3.333333333333333,1.2244897959183674,5.397025953714566,5.8375908355149475,200.0,0.0929368029739777,24.265201420964964
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,53.0,3.0,1100.0,4818.181818181818,2.9902870482586392,9,23,7.009686920213341,10.0,4.6938775510204085,3.9673726639594435,6.940198457999553,183.33333333333334,5.037174721189591,35.8270464960869
Carpet  Area,19-Jun,Hormavu,4 BHK,Kolisl ,2282,4.0,0.0,115.0,4.0,2282.0,5039.439088518843,8.984643236230603,7,38,1.0152785492072591,7.777777777777778,7.755102040816326,9.905124481433225,2.3607591902524674,285.25,1.3754646840148699,55.20467717329451
Built-up  Area,Ready To Move,Jayanti Nagar,2 BHK,,760,2.0,1.0,37.49,2.0,760.0,4932.894736842105,7.806149270054921,1,15,2.1937827745982625,1.1111111111111112,3.0612244897959187,2.0958835991646647,8.383568065880326,190.0,0.055762081784386616,52.38511270707865
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Corix B,2172,3.0,0.0,100.0,3.0,2172.0,4604.051565377532,2.433402710909326,2,38,7.566576105441803,2.2222222222222223,7.755102040816326,9.905124481433225,2.3607591902524674,362.0,1.5055762081784387,104.43245645637349
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,6 BHK,Essic C,3800,6.0,0.0,390.0,6.0,3800.0,10263.157894736842,2.3045428181542693,8,8,7.6954371199687355,8.88888888888889,1.6326530612244896,9.905124481433225,2.3607591902524674,316.6666666666667,0.055762081784386616,135.27749258468683
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,BaisePa,600,2.0,1.0,72.0,4.0,600.0,12000.0,7.061835257494253,5,37,2.9381032666810505,5.555555555555555,7.551020408163264,12.966111067993126,0.0,100.0,0.5576208178438662,83.62124001477852
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,,3300,3.0,2.0,165.0,3.0,3300.0,5000.0,2.2700711940243368,7,6,7.7299090441865985,7.777777777777778,1.2244897959183674,2.0958835991646647,8.383568065880326,550.0,1.0594795539033457,56.80213893309553
Super built-up  Area,19-Mar,Thubarahalli,3 BHK,,1242,3.0,1.0,51.0,3.0,1242.0,4106.280193236715,6.206084846139511,4,48,3.7938611276519834,4.444444444444445,9.795918367346939,1.8365025034994318,8.58361347217452,207.0,0.40892193308550184,44.90781560464673
Plot  Area,Ready To Move,Moodalapalya,1 Bedroom,,410,1.0,1.0,48.0,1.0,410.0,11707.317073170732,8.410566947033178,6,49,1.589359835945979,6.666666666666666,10.0,12.966111067993126,0.0,205.0,0.07434944237918215,33.10966626228661
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1245,2.0,2.0,43.58,3.0,1245.0,3500.401606425703,3.689783268178804,1,25,6.310184610926118,1.1111111111111112,5.1020408163265305,3.9673726639594435,6.940198457999553,249.0,3.4572490706319705,39.98928950609121
Built-up  Area,Ready To Move,Kadugodi,2 BHK,,1088,2.0,2.0,44.0,2.0,1088.0,4044.1176470588234,3.7946426253250563,8,14,6.205324340941316,8.88888888888889,2.8571428571428568,2.674899739877527,7.937006920694576,272.0,0.7806691449814127,56.48289384132062
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,VincyRe,1200,2.0,0.0,46.0,2.0,1200.0,3833.3333333333335,2.2273380321164398,8,49,7.772642578102093,8.88888888888889,10.0,3.9673726639594435,6.940198457999553,300.0,0.724907063197026,60.69249034222126
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1995,3.0,1.0,100.0,3.0,1995.0,5012.5313283208025,2.1080429252978137,3,7,7.891938723427679,3.333333333333333,1.4285714285714284,6.878873032442892,4.694729208803859,332.5,1.1152416356877324,51.95489790671497
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1309,2.0,1.0,82.0,2.0,1309.0,6264.323911382735,3.8397811521393344,1,31,6.16018542117987,1.1111111111111112,6.326530612244898,8.385304790667908,3.532906862592708,327.25,2.639405204460967,55.6771770505317
Super built-up  Area,Ready To Move,BTM 1st Stage,3 BHK,,1717,3.0,2.0,200.0,3.0,1717.0,11648.223645894,5.583888243743732,4,8,4.416063146493752,4.444444444444445,1.6326530612244896,6.878873032442892,4.694729208803859,286.1666666666667,0.1858736059479554,131.06525092487328
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2100,3.0,2.0,200.0,3.0,2100.0,9523.809523809523,2.0466060467485434,9,9,7.953376136807152,10.0,1.836734693877551,11.43300628590238,1.1823936830799007,350.0,2.7509293680297398,69.76670118360924
Plot  Area,Ready To Move,Gayathri Nagar,2 Bedroom,,880,1.0,0.0,90.0,2.0,880.0,10227.272727272728,4.311545845652903,5,36,5.688416620784373,5.555555555555555,7.346938775510204,11.43300628590238,1.1823936830799007,293.3333333333333,0.018587360594795536,0.0
Plot  Area,Ready To Move,Abbigere,6 Bedroom,,1200,6.0,1.0,95.0,6.0,1200.0,7916.666666666667,7.623442424974665,5,20,2.376491210207548,5.555555555555555,4.081632653061225,11.43300628590238,1.1823936830799007,100.0,0.44609665427509293,32.25412058834555
Super built-up  Area,18-Aug,Maruthi Nagar,3 BHK,,1250,3.0,2.0,42.0,3.0,1250.0,3360.0,4.300138234888371,6,42,5.699824330856274,6.666666666666666,8.571428571428571,5.397025953714566,5.8375908355149475,208.33333333333334,0.0929368029739777,180.4693187220476
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3520,5.0,2.0,240.0,3.0,3520.0,6818.181818181818,4.926173480481166,6,33,5.073783635400716,6.666666666666666,6.73469387755102,1.8365025034994318,8.58361347217452,440.0,3.2899628252788107,125.52607716272382
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1041,2.0,2.0,54.0,2.0,1041.0,5187.319884726225,5.005277839454076,2,38,4.994678587795811,2.2222222222222223,7.755102040816326,2.0958835991646647,8.383568065880326,260.25,0.724907063197026,58.793824324306904
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1505,2.0,2.0,60.0,3.0,1505.0,3986.7109634551493,2.8325792020980813,7,19,7.167396139277621,7.777777777777778,3.877551020408163,1.8365025034994318,8.58361347217452,301.0,7.379182156133829,114.99938702430282
Super built-up  Area,18-Jul,Bannerghatta,3 BHK,Mamespa,1776,3.0,2.0,150.0,3.0,1776.0,8445.945945945947,8.70421290532324,4,29,1.2957113213618663,4.444444444444445,5.918367346938775,8.385304790667908,3.532906862592708,296.0,0.33457249070631967,81.25092920534526
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1767,3.0,2.0,89.0,3.0,1767.0,5036.785512167516,3.3212204826535086,4,30,6.678750604923485,4.444444444444445,6.122448979591837,2.0958835991646647,8.383568065880326,294.5,1.7843866171003717,66.37229229551592
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,80.0,2.0,1293.0,6187.161639597834,9.534461218378993,6,13,0.46545578069489224,6.666666666666666,2.653061224489796,11.43300628590238,1.1823936830799007,323.25,0.11152416356877323,19.701945758393173
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1320,2.0,1.0,50.0,2.0,1320.0,3787.878787878788,9.632236604647176,7,11,0.3676795432566831,7.777777777777778,2.2448979591836733,1.8365025034994318,8.58361347217452,330.0,1.3382899628252787,73.76840964664873
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,Viowsen,1280,2.0,2.0,68.48,2.0,1280.0,5350.0,2.4762437705134808,3,24,7.523734672890763,3.333333333333333,4.8979591836734695,5.397025953714566,5.8375908355149475,320.0,0.11152416356877323,11.836992861364749
Super built-up  Area,19-Mar,Thanisandra,2 BHK,Bhe 2ko,1245,2.0,1.0,83.05,2.0,1245.0,6670.682730923695,8.574095456122395,8,40,1.4258299032820696,8.88888888888889,8.16326530612245,2.674899739877527,7.937006920694576,311.25,4.386617100371748,42.75395401834816
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,1.0,2.0,44.0,2.0,1027.0,4284.323271665044,9.099186775715234,3,28,0.9007340125797758,3.333333333333333,5.7142857142857135,8.385304790667908,3.532906862592708,342.3333333333333,2.639405204460967,55.6771770505317
Built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1200,2.0,0.0,46.17,2.0,1200.0,3847.5,3.782613791046953,3,11,6.217353279934763,3.333333333333333,2.2448979591836733,5.397025953714566,5.8375908355149475,300.0,0.241635687732342,9.108173491923306
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,58.0,3.0,1100.0,5272.727272727273,7.514618162548031,8,36,2.4853164199886644,8.88888888888889,7.346938775510204,3.9673726639594435,6.940198457999553,183.33333333333334,5.037174721189591,35.8270464960869
Plot  Area,Ready To Move,Medahalli,3 Bedroom,,1065,3.0,1.0,72.0,3.0,1065.0,6760.56338028169,6.981673996451707,4,23,3.0182652255563056,4.444444444444445,4.6938775510204085,12.966111067993126,0.0,177.5,0.16728624535315983,42.287540849653475
Super built-up  Area,21-Dec,Kannamangala,3 BHK,Sonue A,1814,3.0,1.0,129.0,3.0,1814.0,7111.35611907387,8.93723892758737,5,8,1.062683270522109,5.555555555555555,1.6326530612244896,8.385304790667908,3.532906862592708,302.3333333333333,0.33457249070631967,42.95799377397608
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,1.0,112.0,3.0,1610.0,6956.521739130435,2.4243783287368723,1,24,7.575600566174762,1.1111111111111112,4.8979591836734695,2.674899739877527,7.937006920694576,322.0,0.9293680297397768,264.75944447196224
Built-up  Area,Ready To Move,Kumaraswami Layout,1 Bedroom,,850,1.0,1.0,78.0,1.0,850.0,9176.470588235294,8.202726563021049,4,21,1.7972020292836657,4.444444444444445,4.285714285714286,12.966111067993126,0.0,425.0,0.5576208178438662,83.62124001477852
Super built-up  Area,18-Jul,Kasavanhalli,3 BHK,Oca 2 V,1600,3.0,3.0,79.0,3.0,1600.0,4937.5,5.711174406538754,6,21,4.288775875626741,6.666666666666666,4.285714285714286,11.43300628590238,1.1823936830799007,266.6666666666667,1.4684014869888475,138.7217119406531
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,3 BHK,,3200,4.0,2.0,140.0,3.0,3200.0,4375.0,2.2877297983530385,4,7,7.712250286133372,4.444444444444445,1.4285714285714284,5.397025953714566,5.8375908355149475,457.14285714285717,0.018587360594795536,0.0
Built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,,1250,2.0,1.0,77.13,3.0,1250.0,6170.4,3.5884260106297337,5,11,6.411542750826698,5.555555555555555,2.2448979591836733,5.397025953714566,5.8375908355149475,250.0,0.13011152416356878,23.072097867337508
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1243,2.0,2.0,46.0,2.0,1243.0,3700.7240547063557,6.217961077460991,5,27,3.7819847929436228,5.555555555555555,5.5102040816326525,8.385304790667908,3.532906862592708,310.75,2.639405204460967,55.6771770505317
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,60.98,3.0,1452.0,4199.724517906336,2.2607918370429703,6,35,7.739188481948116,6.666666666666666,7.142857142857143,3.9673726639594435,6.940198457999553,242.0,5.037174721189591,35.8270464960869
Super built-up  Area,Ready To Move,Ittamadu,3 BHK,Naory G,1475,3.0,3.0,75.0,3.0,1475.0,5084.745762711865,6.758418320535061,5,22,3.2415228449941886,5.555555555555555,4.489795918367347,12.966111067993126,0.0,245.83333333333334,0.1486988847583643,28.444180926358708
Super built-up  Area,Ready To Move,Electronic City,2 BHK,SJityVe,1353,2.0,3.0,75.0,2.0,1353.0,5543.2372505543235,9.143101483598828,4,42,0.8568189224027994,4.444444444444445,8.571428571428571,2.0958835991646647,8.383568065880326,338.25,5.650557620817844,46.68988288633367
Carpet  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,,2100,3.0,0.0,210.0,4.0,2100.0,10000.0,7.7069991743076764,3,7,2.2929337334828763,3.333333333333333,1.4285714285714284,1.8365025034994318,8.58361347217452,300.0,0.13011152416356878,97.78158362001557
Super built-up  Area,21-Aug,Electronics City Phase 1,3 BHK,,1750,3.0,2.0,58.0,3.0,1750.0,3314.285714285714,8.822412396856846,2,6,1.177510800859026,2.2222222222222223,1.2244897959183674,5.397025953714566,5.8375908355149475,291.6666666666667,1.6356877323420074,22.229990643554917
